InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost
48814732,331710882920,314036034001,LinkedLineItem,400000000224874000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-USW2-AWS-In-Bytes,,3510834,$0.00 per GB - US East (Northern Virginia) data transfer from US West (Oregon),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,01071422","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000234014000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",EBS:SnapshotUsage,,3746620,$0.095 per GB-Month of snapshot data stored - US East (Northern Virginia),01/01/2015 00:00:00,31/01/2015 23:59:00,"10,70308156","0,0949999301",USD,"1,02","0,00",0,None,"1,02"
48814732,331710882920,314036034001,LinkedLineItem,400000000224904000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APS2-AWS-In-Bytes,,3510824,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Sydney),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00009810","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",USW2-Requests-Tier1,,3305161,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",APS1-DataTransfer-Out-Bytes,,3510887,$0.000 per GB - first 1 GB of data transferred out per month,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000072","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000220540000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSSupportBusiness,AWS Support (Business),"Amazon Web Services, Inc.",Dollar,,1016274,5% of monthly AWS usage,06/01/2015 23:43:00,31/01/2015 23:59:00,"140,44879820","0,0500000006",USD,"7,02","0,00",0,None,"7,02"
48814732,331710882920,314036034001,LinkedLineItem,400000000227058000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:m3.large,RunInstances,3746348,$0.140 per On Demand Linux m3.large Instance Hour,20/01/2015 11:03:00,26/01/2015 12:30:00,"4,00000000","0,1400000000",USD,"0,56","0,00",0,None,"0,56"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USW1-DataTransfer-Out-Bytes,,3510858,$0.090 per GB - up to 10 TB / month data transfer out,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000068","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",EU-Requests-Tier1,,3305162,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000224874000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-SAE1-AWS-Out-Bytes,,3510829,$0.02 per GB - US East (Northern Virginia) data transfer to South America (Sao Paulo),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,01763138","0,0200211214",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000221809000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APN1-AWS-Out-Bytes,,3510827,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Tokyo),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00329388","0,0200371598",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000233070000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:m3.xlarge,RunInstances,3746342,$0.280 per On Demand Linux m3.xlarge Instance Hour,27/01/2015 17:28:00,31/01/2015 23:59:00,"103,00000000","0,2470446408",USD,"25,45","0,00",0,None,"25,45"
48814732,331710882920,314036034001,LinkedLineItem,400000000223353000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-In-Bytes,,3510870,$0.000 per GB - data transfer in per month,01/01/2015 00:00:00,31/01/2015 23:59:00,"53,97651582","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000227058000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",ElasticIP:Remap,,3746746,$0.10 per Elastic IP address remap - additional remap / month over 100,20/01/2015 11:03:00,26/01/2015 12:30:00,"2,00000000","0,1000000000",USD,"0,20","0,00",0,None,"0,20"
48814732,331710882920,314036034001,LinkedLineItem,400000000224874000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-USW2-AWS-Out-Bytes,,3510833,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,39138456","0,0200007890",USD,"0,01","0,00",0,None,"0,01"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",APN1-DataTransfer-Out-Bytes,,3510894,$0.000 per GB - first 1 GB of data transferred out per month,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000072","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000224583000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APS1-AWS-Out-Bytes,,3510825,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Singapore),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00001417","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000227058000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",EBSOptimized:m3.xlarge,Hourly,3746578,$0.025 for 500 Mbps per m3.xlarge instance-hour (or partial hour),20/01/2015 11:03:00,26/01/2015 12:30:00,"1,00000000","0,0250000000",USD,"0,03","0,00",0,None,"0,03"
48814732,331710882920,314036034001,LinkedLineItem,400000000221922000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APS1-AWS-In-Bytes,,3510826,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Singapore),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00001984","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000227058000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",ElasticIP:IdleAddress,,3746748,$0.005 per Elastic IP address not attached to a running instance per hour (prorated),20/01/2015 11:03:00,26/01/2015 12:30:00,"0,20000000","0,0050000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000224874000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-SAE1-AWS-In-Bytes,,3510830,$0.00 per GB - US East (Northern Virginia) data transfer from South America (Sao Paulo),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00057096","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000237100000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,3510874,$0.070 per GB - next 100 TB / month data transfer out,01/01/2015 00:00:00,31/01/2015 23:59:00,"985,21603099","0,0790457367",USD,"77,88","0,00",0,None,"77,88"
48814732,331710882920,314036034001,LinkedLineItem,400000000225562000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-USW1-AWS-In-Bytes,,3510836,$0.00 per GB - US East (Northern Virginia) data transfer from US West (Northern California),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,01032016","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",EUC1-Requests-Tier1,,3305167,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",EUC1-DataTransfer-Out-Bytes,,3510866,$0.000 per GB - first 1 GB of data transferred out per month,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000072","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",SAE1-Requests-Tier1,,3305192,"$0.50 per 1,000,000 Amazon SNS API Requests per month thereafter",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000005000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000224904000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APS2-AWS-Out-Bytes,,3510823,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00297520","0,0201667115",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000224874000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-EU-AWS-In-Bytes,,3510822,$0.00 per GB - US East (Northern Virginia) data transfer from EU (Ireland),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00043327","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000223353000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Regional-Bytes,,3510876,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB,01/01/2015 00:00:00,31/01/2015 23:59:00,"7,84114444","0,0099999433",USD,"0,08","0,00",0,None,"0,08"
48814732,331710882920,314036034001,LinkedLineItem,400000000224583000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonS3,Amazon Simple Storage Service,"Amazon Web Services, Inc.",Requests-Tier1,,3309725,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",01/01/2015 00:00:00,31/01/2015 23:59:00,"108,00000000","0,0000050000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",APN1-Requests-Tier1,,3305165,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",SAE1-DataTransfer-Out-Bytes,,3510847,$0.230 per GB - next 40 TB / month data transfer out,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000068","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000227058000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:t2.medium,RunInstances,3747201,$0.052 per On Demand Linux t2.medium Instance Hour,01/01/2015 00:00:00,26/01/2015 12:30:00,"497,00000000","0,0520000000",USD,"25,84","0,00",0,None,"25,84"
48814732,331710882920,314036034001,LinkedLineItem,400000000225562000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-USW1-AWS-Out-Bytes,,3510835,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,01033360","0,0200317411",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000236005000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",EBS:VolumeUsage.gp2,,3746615,$0.10 per GB-month of General Purpose (SSD) provisioned storage - US East (Northern Virginia),01/01/2015 00:00:00,31/01/2015 23:59:00,"64,68279672","0,0999999896",USD,"6,47","0,00",0,None,"6,47"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",APS1-Requests-Tier1,,3305163,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000224874000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-EU-AWS-Out-Bytes,,3510821,$0.02 per GB - US East (Northern Virginia) data transfer to EU (Ireland),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00640694","0,0199783360",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000223988000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:m3.xlarge,RunInstances,3223529,"USD 0.11 per Linux/UNIX, m3.xlarge instance-hour (or partial hour)",20/01/2015 11:03:00,27/01/2015 17:27:00,"149,00000000","0,2452051208",USD,"36,54","0,00",0,None,"36,54"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USW2-DataTransfer-Out-Bytes,,3510902,$0.090 per GB - up to 10 TB / month data transfer out,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000068","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",APS2-Requests-Tier1,,3305164,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",USW1-Requests-Tier1,,3305160,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000221809000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APN1-AWS-In-Bytes,,3510828,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Tokyo),01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00032354","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",EU-DataTransfer-Out-Bytes,,3510878,$0.000 per GB - first 1 GB of data transferred out per month,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000068","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonSNS,Amazon Simple Notification Service,"Amazon Web Services, Inc.",Requests-Tier1,,3305159,"First 1,000,000 Amazon SNS API Requests per month are free",01/01/2015 00:00:00,31/01/2015 23:59:00,"4,00000000","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000222936000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",APS2-DataTransfer-Out-Bytes,,3510842,$0.000 per GB - first 1 GB of data transferred out per month,01/01/2015 00:00:00,31/01/2015 23:59:00,"0,00000072","0,0000000000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000236005000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",CW:Requests,,3746803,"$0.01 per 1,000 requests",01/01/2015 00:00:00,31/01/2015 23:59:00,"88,00000000","0,0000100000",USD,"0,00","0,00",0,None,"0,00"
48814732,331710882920,314036034001,LinkedLineItem,400000000227058000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:t2.micro,RunInstances,3747191,$0.013 per On Demand Linux t2.micro Instance Hour,20/01/2015 11:03:00,26/01/2015 12:30:00,"1,00000000","0,0130000000",USD,"0,01","0,00",0,None,"0,01"
48814732,331710882920,314036034001,LinkedLineItem,400000000233254000,01/01/2015 00:00:00,31/01/2015 23:59:00,03/02/2015 08:47:00,Dedalus Consolidada,Mochilas Capricho,"Luis Carlos Berrini 550, Ṣo Paulo, Ṣo Paulo, 04571-000, BR",,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",BoxUsage:m3.large,RunInstances,3746348,AWS Reseller Program Discount:0043569825,26/01/2015 12:30:00,27/01/2015 17:27:00,"0,00000000",,USD,"0,00","-14,57",0,None,"-14,57"
